Nationality,101 Clinical medicine,102 Clinical dentistry,103 Nursing & allied health professions,104 Psychology & behavioural sciences,105 Health & community studies,106 Anatomy & physiology,107 Pharmacy & pharmacology,108 Sports science & leisure studies,109 Veterinary science,"110 Agriculture, forestry & food science","111 Earth, marine & environmental sciences",112 Biosciences,113 Chemistry,114 Physics,115 General engineering,116 Chemical engineering,"117 Mineral, metallurgy & materials engineering",118 Civil engineering,"119 Electrical, electronic & computer engineering","120 Mechanical, aero & production engineering","121 IT, systems sciences & computer software engineering",122 Mathematics,"123 Architecture, built environment & planning",124 Geography & environmental studies,125 Area studies,126 Archaeology,127 Anthropology & development studies,128 Politics & international studies,129 Economics & econometrics,130 Law,131 Social work & social policy,132 Sociology,133 Business & management studies,134 Catering & hospitality management,135 Education,136 Continuing education,137 Modern languages,138 English language & literature,139 History,140 Classics,141 Philosophy,142 Theology & religious studies,143 Art & design,"144 Music, dance, drama & performing arts",145 Media studies,Total academic cost centres,Total academic services,Central administration & services,Staff & student facilities,Premises ,Residences & catering ,Total all cost centres
Morocco,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Myanmar (Burma) [The Republic of the Union of Myanmar],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Nepal,15,0,5,0,5,0,0,0,0,0,0,5,5,5,5,0,0,5,5,5,5,0,0,0,0,0,5,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,115
Netherlands,265,5,40,110,15,15,15,15,15,15,55,180,35,65,30,10,10,20,25,30,70,65,25,40,5,10,15,50,35,35,15,35,110,0,30,5,40,25,30,5,15,10,45,40,20,"1,755",0,10,0,0,0,"1,765"
New Zealand,70,5,5,25,0,5,5,10,5,5,10,35,15,15,10,0,0,5,5,5,10,15,5,5,0,5,0,15,5,20,5,10,25,0,10,0,5,15,5,0,5,5,10,15,10,450,0,5,0,0,0,455
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
Nigeria,70,0,50,10,10,0,15,5,5,5,10,60,15,10,50,20,5,25,55,50,105,10,65,15,0,0,5,15,25,75,5,15,325,5,5,0,0,0,0,0,0,0,5,5,15,"1,180",5,5,0,0,0,"1,185"
North Macedonia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30
Norway,25,0,5,5,0,5,0,0,0,0,5,10,0,0,5,5,5,0,5,0,5,5,5,5,0,0,5,10,5,5,0,10,20,0,5,0,5,0,0,0,5,0,15,15,5,205,0,0,0,0,0,205
"Occupied Palestinian Territories [Palestine, State of]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,10,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
Pakistan,65,5,15,5,5,0,10,0,0,5,0,35,15,10,55,10,5,15,90,55,130,10,10,5,0,0,5,5,25,10,0,5,175,0,10,0,0,5,5,0,0,0,10,0,0,815,0,0,0,0,0,820
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Peru,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60
Philippines,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65
"Pitcairn, Henderson, Ducie and Oeno Islands [Pitcairn]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15
Poland,190,5,20,65,5,15,15,5,15,10,15,150,40,55,30,10,10,20,40,40,80,50,30,20,5,5,0,25,20,40,10,25,95,5,30,10,55,40,20,0,5,0,45,25,20,"1,415",15,5,0,0,0,"1,430"
Portugal,245,10,15,60,5,20,15,15,20,10,20,135,20,30,35,20,5,20,25,45,50,35,25,10,0,5,5,15,45,15,5,15,100,0,20,5,50,10,10,0,5,0,35,20,25,"1,270",5,5,0,0,0,"1,280"
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,80,5,5,30,5,5,5,5,5,0,10,35,10,25,15,10,5,5,45,25,80,40,25,5,5,0,5,40,15,20,10,15,70,5,10,0,10,15,5,0,5,0,25,10,10,750,0,5,0,0,0,760
Russia [Russian Federation],55,5,0,15,0,5,5,5,0,0,5,60,35,75,25,5,10,10,40,20,45,95,5,5,5,0,5,15,45,10,5,5,75,0,0,0,35,5,5,0,5,5,5,15,5,770,0,0,0,0,0,775
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,70
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Serbia,10,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,15,0,5,5,5,0,0,0,0,5,5,5,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,100,0,0,0,0,0,105
Serbia and Montenegro not otherwise specified,5,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
Singapore,45,0,5,10,0,0,0,0,0,0,0,20,0,5,10,5,0,5,5,15,15,5,5,5,0,0,0,5,10,5,0,5,20,0,5,0,5,5,5,0,5,0,10,10,5,245,0,0,0,0,0,245
Slovakia,15,0,0,10,0,0,5,0,0,0,5,15,5,10,5,0,0,0,5,5,20,15,0,5,0,0,0,5,5,5,0,5,15,0,5,0,5,0,0,0,0,0,5,0,0,180,0,0,0,0,0,185
Slovenia,15,0,5,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,5,5,5,0,5,0,0,10,5,10,0,0,10,0,0,0,0,5,0,0,0,0,5,5,0,135,0,0,0,0,0,135
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
South Africa,40,0,5,15,5,5,0,10,5,0,5,25,5,5,10,5,0,5,5,5,10,10,5,10,0,0,10,10,5,20,5,5,25,0,15,0,5,10,0,0,0,0,15,25,5,355,0,0,0,0,0,355
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,545,15,30,80,10,45,35,15,55,25,70,415,145,130,85,50,25,45,80,85,125,75,90,35,5,20,10,60,75,55,15,35,130,0,50,20,420,40,35,5,5,0,70,65,35,"3,455",15,10,0,0,0,"3,475"
Sri Lanka,20,0,0,5,5,0,0,0,0,0,0,15,5,5,15,0,5,10,20,20,30,0,20,5,0,0,0,0,5,5,5,0,50,0,0,0,0,5,0,0,0,0,5,0,5,265,0,0,0,0,0,265
St Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
St Vincent and The Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50
Sweden,90,5,10,30,0,5,5,5,5,5,15,40,10,20,10,5,5,5,5,10,25,20,10,15,5,10,5,25,20,15,10,10,50,0,5,0,20,5,10,0,15,0,30,25,15,635,0,0,0,0,0,635
Switzerland,55,0,0,20,5,5,0,0,10,0,15,60,15,20,10,5,0,5,5,5,15,30,5,10,0,0,5,15,15,10,5,5,25,0,5,5,20,5,10,5,10,0,25,5,5,485,5,0,0,0,0,490
Syria [Syrian Arab Republic],15,5,0,0,0,0,10,0,0,5,0,15,5,0,10,0,0,5,15,15,15,5,5,0,0,0,0,5,10,5,0,5,40,0,0,0,10,5,0,0,0,0,5,0,0,215,5,0,0,0,0,215
"Taiwan [Taiwan, Province of China]",35,0,0,5,0,5,5,5,5,0,0,20,5,10,10,0,0,0,5,5,0,5,5,5,0,0,0,5,5,5,0,0,30,0,5,0,15,0,0,0,0,0,5,5,0,210,0,0,0,0,0,210
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
"Tanzania [Tanzania, United Republic of]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,35
Thailand,20,0,0,0,0,0,0,0,0,0,0,10,5,0,5,5,0,0,5,0,5,10,0,0,0,0,0,0,5,0,0,0,20,0,5,0,0,0,0,0,0,0,0,5,0,115,0,0,0,0,0,115
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,10,0,5,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,70
Tunisia,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45
Turkey,50,0,5,25,0,5,5,0,0,0,5,45,15,15,35,10,5,10,40,45,65,20,20,5,5,0,5,45,55,35,5,20,125,0,25,0,10,10,5,0,0,0,15,5,10,810,0,0,0,0,0,815
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65
Ukraine,10,0,0,5,0,0,5,0,0,0,0,20,10,15,10,0,5,5,10,10,10,25,5,0,0,0,0,5,10,5,0,0,30,0,0,0,10,0,5,0,0,0,0,0,0,215,0,0,0,0,0,215
Union of Soviet Socialist Republics not otherwise specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
United Kingdom,"17,370","1,315","10,520","6,045","2,075","1,270","1,635","2,660","1,115","1,130","2,475","9,135","2,545","3,115","2,310",610,640,"1,175","2,370","3,000","4,670","2,655","3,310","1,905",180,520,505,"2,035",990,"4,845","2,570","2,550","10,760",355,"7,950",645,"2,540","3,910","2,540",360,680,610,"8,160","7,345","3,715","148,820","1,235","1,035",275,0,30,"151,395"
United States,375,0,40,255,20,25,10,20,20,10,125,270,45,145,55,15,15,25,40,40,120,165,65,115,35,45,75,225,80,110,50,125,305,5,110,10,125,210,255,30,110,100,150,185,85,"4,435",30,25,0,0,0,"4,490"
Uruguay,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
Uzbekistan,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25
Vatican City [Holy See (Vatican City State)],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela [Venezuela, Bolivarian Republic of]",10,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65
Vietnam [Viet Nam],10,0,0,5,5,0,0,0,0,0,0,10,5,5,15,5,5,5,20,5,20,10,5,0,0,0,0,0,5,0,0,0,85,0,5,0,5,0,0,0,0,0,5,0,0,235,0,0,0,0,0,235
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20
Yugoslavia not otherwise specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
Zambia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30
Zimbabwe,20,0,15,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,5,5,0,5,0,0,5,5,0,5,5,5,30,0,5,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,145
Stateless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
Not known,320,5,65,45,10,20,10,5,0,20,20,100,25,50,35,0,10,10,5,15,60,30,30,15,10,5,15,25,35,40,10,25,95,0,55,0,40,25,35,10,30,5,65,145,20,"1,605",15,10,0,0,0,"1,635"
Total,"26,060","1,625","11,725","8,540","2,420","1,835","2,275","3,060","1,595","1,475","3,670","14,705","4,240","5,690","4,540","1,390","1,200","2,255","4,900","5,400","8,720","5,215","4,965","2,855",400,805,990,"3,865","3,040","6,745","3,115","3,615","17,795",485,"9,270",860,"5,240","5,000","3,690",620,"1,195",880,"9,880","8,905","4,610","221,350","1,540","1,305",300,0,30,"224,530"
